ID;txt
6109-P8_4;me abrieron la cuenta por parte del trabajo para ahi hacerme mis depositos del sueldo cuenta de nomina
6115-P8_4;ahi me pagan la nomina ahi me depositan
6119-P8_4;por lo de nomina me pagan la nomina en banorte
6128-P8_4;por comodidad donde quiera encuentras cajeros y tambien te sirve la pagina
6143-P8_4;por mi pago de nomina
6144-P8_4;por confianza porque ese banco es en el que siente en trabajado nunca me han robado nunca me han hackeado mi cuenta
12-P8_5;trabajo
25-P8_5;sacar la tarjeta de credito
28-P8_5;por la misma forma de cercania donde vive actualmente
153-P8_5;porque tiene nomina deposita nomina
164-P8_5;por nomina y ahorro
175-P8_5;porque ahi me pagan
179-P8_5;ahi me depositan no una
207-P8_5;por la tarjeta de credito buen manejo rapidez
266-P8_5;por ahorro
283-P8_5;tarjeta de nomina
284-P8_5;porque tenia un error en su nomina de otro banco
343-P8_5;abri mi cuenta algunos clientes me hacen transferencia
424-P8_5;facilidad de las sucursales
482-P8_5;la empresa me asigno el banco
498-P8_5;por cambio de trabajo cambio de nomina
523-P8_5;por la tarjeta de debito
537-P8_5;un banco que me da seguridad y la tasa de interes no sube mucho
554-P8_5;la de nomina se la dieron ahi
571-P8_5;porque se lo exige la empresa
572-P8_5;mi nomina
595-P8_5;por las nominas esta chica la tarjeta
623-P8_5;nomina
626-P8_5;porque fue ahi es dije me pagan mi nomina de mi empleo
638-P8_5;porque la universidad facilito mucho abrir la cuenta
656-P8_5;por la nomina
757-P8_5;ahi esta la nomina
852-P8_5;por recomendacion
883-P8_5;por la rapidez de atencion al cliente
885-P8_5;por que ocupaba una cuenta para una nomina y era forzosamente en ese banco
918-P8_5;por el pago de nomina
934-P8_5;la facilidad al abrir la cuenta
994-P8_5;por el trabajo
1017-P8_5;porque laboral me la pidieron para un trabajo
1046-P8_5;por pago de nomina
1059-P8_5;me facilita la banca movil
1074-P8_5;por la tarjeta de nomina
1076-P8_5;por la nomina
1080-P8_5;por la nomina
1082-P8_5;nsnr
1112-P8_5;por la seguridad que tiene el banco en las cuentas bancarias que esta protegido mi dinero
1129-P8_5;por una cuenta de ahorros
1137-P8_5;por el deposito de mi beca
1149-P8_5;por su servicio
1162-P8_5;por una tarjeta de credito porque un familiar tenia ahi una cuenta
1181-P8_5;por el trabajo por su nomina
1249-P8_5;tengo un buen historial con ellos
1260-P8_5;pago de nomina
1269-P8_5;es un banco mas seguro
1270-P8_5;porque recibe sus ingresos
1328-P8_5;por nomina
1347-P8_5;ahi me depositaban la nomina de mi trabajo anterior y me quede ahi
1511-P8_5;me queda cerca de su casa realmente ni ofrece nada atractivo por seguridad se tener ahi tu dinero
1518-P8_5;tu tarjeta nunca me falla cuando hago depositos o transferencias
1521-P8_5;ahi me estan depositando mi nomina
1538-P8_5;me invitaron a participar con ellos
1565-P8_5;me la dieron en el trabajo para la nomina
1600-P8_5;por mi trabajo porque normalmente me l pidieron en el trabajo no es que sea muy fan de hsbc fue por obligacion del trabajo
1601-P8_5;porque cerca de mi trabajo tengo un cajero
1653-P8_5;por el trabajo
1656-P8_5;por nomina es la que me ofrecieron por parte del trabajo
1670-P8_5;porque fue un banco que nos solicitaban para depositarnos y es el que me quedaba mas cerca
1693-P8_5;por pension
1738-P8_5;solo porque le dieron el limite de credito
1760-P8_5;por la pension
1770-P8_5;porque hay muchas sucursales porque voy a walmart y ahi esta
1775-P8_5;por la veracidad y control que tienen en el manejo de cuentas
1790-P8_5;el que maneja la nomina
1792-P8_5;por depositos que me hacian
1817-P8_5;porque le ofrecieron una tarjeta de acero que no tiene anualidad
1818-P8_5;por mi cuenta de ahorro
1822-P8_5;seguro de vida
1823-P8_5;porque me abonan mi pension
1856-P8_5;me gusta su oferta de nomina
1871-P8_5;fue por el trabajo ellos manejaban esa tarjeta de hsbc
1872-P8_5;pago de nomina
1880-P8_5;porque hay cierta cantidad de rembolso al hacer compras
1918-P8_5;porque me la dieron como nomina en mi trabajo
1936-P8_5;es mas accesible porque como no hay tantos bancos es mas facil retirar dinero
1951-P8_5;nomina
1986-P8_5;porque hay tengo mis cuentas de ahorro
2042-P8_5;porque tengo una tarjeta me la dieron y la tome
2076-P8_5;por la cercania del cajero a mi domicilio
2080-P8_5;pues brindan un buen servicio
2083-P8_5;porque la empresa me paga hay
2105-P8_5;antiguedad que tengo con ellos me han respetado mi cuenta
2130-P8_5;por lo del trabajo por la nomina
2136-P8_5;me cambiaron la nomina a hsbc
2139-P8_5;por la nomina
2165-P8_5;las tarjetas sin comisiones
2170-P8_5;por la nomina en la empresa
2184-P8_5;me pidieron abrir cuenta de nomina en ese banco
2193-P8_5;porque me acaban de dar una tarjeta de nomina ahi
2232-P8_5;me queda cerca de mi negocio esta a una calle por la seguridad que los asalto en estan a la orden del dia y como esta cerca de mi negocio no corro mucho riesgo
2326-P8_5;nomina
2385-P8_5;por pago de nomina
2434-P8_5;me pagan nomina
2471-P8_5;por la tarjeta de debito
2493-P8_5;abri una cuenta con ellos por necesidad porque me hacen transferencias y pagos depositos hago pagos con la tarjeta y los clientes hacen los pagos
2520-P8_5;por el trabajo porque me lo pidieron para cobrar mi dinero
2530-P8_5;por cambio de nominas
2575-P8_5;por nomina
2580-P8_5;motivos de pagos
2597-P8_5;por la nomina
2673-P8_5;la facilidad por que tiene muchas sucursales
2690-P8_5;porque habia una sucursal cercas de mi casa
2739-P8_5;cuenta nomina
2752-P8_5;sus tarjetas de credito cero anualidades y en mi imite de credito y pagos meses sin intereses
2756-P8_5;por nomina
2760-P8_5;porque me la dieron en el trabajo es una cuenta de nomina
2762-P8_5;porque la tarjeta de credito no tiene anualidad
2771-P8_5;ahi tiene la nomina la empresa
2823-P8_5;la nomina
2878-P8_5;por su tarjeta de debito que es mixta i tengo acceso a cuenta de debito acceso a fondos acceso a inversiones y pagos automatico a tarjetas de credito
2885-P8_5;por nomina
2888-P8_5;porque es un buen banco
2902-P8_5;por la apertura de nomina
2909-P8_5;portabilidad de city banamex a hsbc
2989-P8_5;por la nomina
3003-P8_5;por tener mi dinero guardado por que si lo tengo en mi cartera me lo gasto y si lo tengo guardado no lo gasto al instante
3011-P8_5;hay uno en la esquina de mi casa de mi domicilio
3027-P8_5;porque me ofrecieron una tarjeta de credito
3032-P8_5;por los servicios tambien te incluye pago de seguro de muerte asegurada
3048-P8_5;por el trabajo por mi nomina
3166-P8_5;por buenas prestaciones a que tiene mejores prestaciones en ahorros
3167-P8_5;por el pago de nomina por trabajo
3226-P8_5;porque tengo bien guardado mi dinero con el banco y es un banco de confianza
3281-P8_5;por la tarjeta
3365-P8_5;por cuenta nomina
3412-P8_5;por la tarjeta de debito que me dieron por mi trabajo
3427-P8_5;los bajos costos del manejo de cuenta
3430-P8_5;ahi tengo mi nomina
3451-P8_5;ahi tengo mi cuenta de ahorro y tarjetas
3452-P8_5;pirque ahi me pagan mi nomina
3511-P8_5;por cuenta de ahorro
3556-P8_5;por nomina se la pidieron en el trabajo
3565-P8_5;nomina
3581-P8_5;porque en donde me pagan la nomina
3611-P8_5;depositan la nomina
3643-P8_5;porque me ofrecieron 0 anualidad de por vida
3659-P8_5;porque tengo la cuenta de ahorro aparte de que dan buen servicio dan creditos buenos con tasas preferibles
3661-P8_5;trabajo
3662-P8_5;beneficios
3668-P8_5;me facilita hacer pagos en el extranjero
3688-P8_5;porque las personas cercanas a mi me dijeron que se era el mas seguro que cualquier otro banco
3705-P8_5;porque sus creditos financieros me ofrecen muy buena tasa de interes
3813-P8_5;por la cuenta de nomina por sus tarjetas que tiene las tarjetas de credito
3836-P8_5;por la nomina
3857-P8_5;por una cuenta de ahorro tuve que abrir una cuenta por un dinero que me depositaron
3859-P8_5;su banca movil es buena
3879-P8_5;como fue mi primer banco continue con el no tengo inconveniente nunca me ha faltado mi saldo nunca eh tenido perdidas con el banco
3980-P8_5;tarjeta de debito
4009-P8_5;mi seguro personal por accidentes ahi me cae mis vales
4047-P8_5;una cuenta bancaria y cuenta d ahorro seguro de auto
4050-P8_5;por cobro de nomina
4093-P8_5;no hay alguno en especifico
4097-P8_5;me ofrecieron una tarjeta de credito
4099-P8_5;por la comodidad cajeros cercas
4187-P8_5;por ahi me pagan
4236-P8_5;una portabilidad
4245-P8_5;ese fue el banco que la empresa eligio para pagarme la nomina
4255-P8_5;me queda a la vuelta del consultorio de su trabajo
4264-P8_5;la empresa nos tiene afiliado
4291-P8_5;ocupaba una tarjeta de credito y de debito tambien porque tienen buenas prestaciones sus tarjetas de credito
4300-P8_5;porque es rapido y confiable si llegas te formas recibes dinero de volada
4368-P8_5;por la cantidad de sucursales que tenia
4378-P8_5;ahi tenia la empresa la nomina
4417-P8_5;porque conviene el trato de la tarjeta que esta teniendo ahora porque es para estudiantes la mensualidad que piden es muy baja
4433-P8_5;por mas nomina de trabajo
4483-P8_5;por la tasa interes no me quitan mas o menos acudo al banco y me dan explicaciones
4516-P8_5;me la ofrecieron. la raza de interes era baja
4583-P8_5;po que ahi es donde cae la nomina
4605-P8_5;me cubren bien mi dinero puede depositar y retirar sin que le cobren mucha comision
4622-P8_5;porque ahi tengo mi nomina
4652-P8_5;para recibir su nomina
4805-P8_5;porque ahi me depositan mi nomina de otro trabajo
4892-P8_5;por cuestion de nomina
4899-P8_5;por fondo de ahorro
4909-P8_5;pago de nomina
4939-P8_5;por ahi empezo a recibir nomina
4984-P8_5;porque me quedaba cerca y pase para preguntar sobre una cuenta me dijeron y la saque
5003-P8_5;porque ahi me depositan bla nomina
5116-P8_5;porque me conviene todo lo relacionado a los impuestos intereses son bajos y el servicio
5154-P8_5;porque ahi me pagan la nomina
5180-P8_5;no me cobra anualidad en mi tarjeta de credito
5204-P8_5;no tendia otra opcion y soy pensionada porque lo tenia cercas
5226-P8_5;por pago y credito hipotecario
5258-P8_5;porque me pagan y depositan ahi
5274-P8_5;por la tarjeta de debito
5281-P8_5;por la nomina
5330-P8_5;por mi tarjeta de nomina
5341-P8_5;por cambio de nomina igual igual la empresa lo cambio
5393-P8_5;tambien ahi recibe depositos de otras fuentes de ingresos
5478-P8_5;creditos
5562-P8_5;por el numero de sucursales es mas cercana a mi casa
5598-P8_5;porque al empezar a usar la de ahorro ahora la uso para pagar nominas
5611-P8_5;se me dieron como tal ese se me otorgo en la empresa
5613-P8_5;por mi trabajo es por la que me pagan la nomina y me facilitaron la tarjeta de credito
5657-P8_5;piden pocos requisitos para tramitar la tarjeta con tres documentos te pueden entregar tu tarjeta
5669-P8_5;porque me depositaron un seguro de vida en una cuenta hsbc
5685-P8_5;sus servicios la aplicacion es rapida no se trabaja no tengo problemas con mis movimientos me dan creditos facilmente.
5696-P8_5;por trabajo
5701-P8_5;por credito hipotecario
5703-P8_5;por motivos de la empresa ya que la empresa definio ese tipo de banco
5722-P8_5;trabajo
5728-P8_5;nomina le pagan
5734-P8_5;por la nomina la da la empresa
5748-P8_5;porque ahi manejo la nomina
5764-P8_5;por cuenta de ahorro porque ahi deposito mis ingresos para no cargar efectivo
5771-P8_5;porque me iban. despistar ese dinero y me dieron la facilidad para abrir la cuenta
5777-P8_5;porque la fabrica usa ese banco para depositar
5797-P8_5;buen trato
5837-P8_5;me da mucha confianza no te cobran nada por guardar mi dinero en el banco
5848-P8_5;me ofrecieron un credito para un pequeno negocio una tarjeta chiquita
5849-P8_5;la nomina
5873-P8_5;porque me quedaba cerca de la casa
5915-P8_5;nomina
5933-P8_5;mis tarjetas son hsbc me pagan y ahi compre una oferta
5976-P8_5;por parte de la empresa nomina
5982-P8_5;es una institucion bancaria es seguro mis finas estan protegidas
6004-P8_5;por el trabajo la nomina
6008-P8_5;por mi papa sugerencia
6129-P8_5;fue donde me depositaban la nomina
6137-P8_5;porque ahi me pagan en el trabajo
6152-P8_5;porque me pidio la empresa abrir la cuenta ahi porque pagan en ese banco
43-P8_6;ahi tengo mi dinero
131-P8_6;cuenta de ahorro porque necesitaba recibir depositos de acuerdo con mi rubro
199-P8_6;para diversificar
321-P8_6;por mi trabajo
346-P8_6;por la tarjeta de debito
359-P8_6;nomina
478-P8_6;su servicio en el banco
582-P8_6;ocupaba otra tarjeta y saque esa
608-P8_6;por el trabajo
688-P8_6;nomina
697-P8_6;por pago de nomina que da el trabajo
703-P8_6;alli me pagan mi nomina
704-P8_6;por la beca ahi me la depositan
724-P8_6;por el empleo
833-P8_6;por decision por ejemplo puedo realizar cobros en cajeros inbursa varios cajeros de la red no necesito quedes scotiabank
852-P8_6;me encanta el banco desde que inicio
920-P8_6;me pidieron el cambio de banco en el trabajo
941-P8_6;me ofrecieron una tarjeta de credito con muchas facilidades
983-P8_6;porque la empresa me la solicitaba
1027-P8_6;me la dieron a fuerzas por una beca escolar
1030-P8_6;porque no cobra muchas comisiones
1095-P8_6;porque que mi mama es cliente del mismo banco
1142-P8_6;por la empresa era requisitos de la empresa
1162-P8_6;por un credito automotriz y fue el que me otorgo el credito
1323-P8_6;porque por ese medio me pagan
1358-P8_6;por solo por tener una cuenta mas para distribuir el efectivo es de ahorros
1387-P8_6;por le pagan en nomina
1443-P8_6;beca. pertenezco a una beca llamada beca pilares y ahi nos depositan
1557-P8_6;nomina
1701-P8_6;por la facilidad para transferencias internacionales
1702-P8_6;cuenta de ahorro y era el banco mas cerca de casa
1771-P8_6;por mi trabajo por que a notros nos pagan via nomina y ahi nos tienen registrados
1772-P8_6;porque ahi me pagan mi nomina
1804-P8_6;por el trabajo es la tarjeta con la que me depositan
1823-P8_6;porque ahi me abonaban mi nomina fui cajero
1827-P8_6;para tener una cuenta alterna en casa de que algo pase con el otro banco
1852-P8_6;a fuerzas la empresa la metio
1922-P8_6;pues por el trabajo ahi me apertura ron la cuenta
2015-P8_6;porque fue mi primer banco por medio de una empresa fue el primer banco que conoci para una tarjeta de nomina
2068-P8_6;por que la atencion es rapida en general es rapida
2076-P8_6;hay un producto que no requiere de saldo minimo de disposicion de efectivo se llama cuenta cero o basica
2198-P8_6;tengo mi cuenta de nomina de mi trabajo
2265-P8_6;para tener mi cuenta de ahorro es una cuenta que no toco
2279-P8_6;por la nomina de mi trabajo
2565-P8_6;por la beca que me habian otorgado y era una beca estudiantil de la universidad
2841-P8_6;la empresa donde trabajaba maneja esa institucion
2942-P8_6;me pagan bla nomina
2948-P8_6;solo por la tarjeta de nomina pago
3031-P8_6;por lo de la nomina
3140-P8_6;necesitaba una cuenta de ahorros y la abrio
3298-P8_6;porque ahi s donde recibo toda mi nomina
3382-P8_6;por la tarjeta de credito ya que el saldo que me proporciona es alto
3620-P8_6;fue muy facil abrir la cuenta la banca en linea por internet dese el celular desde ahi la apertura
3655-P8_6;porque ahi me pagan la nomina del trabajo
3705-P8_6;por los seguros de mis autos me ofrecen a muy buen precio los seguros
3869-P8_6;se me hace un banco muy seguro y cualquier duda que tengo puedo ir a la sucursal y me atienden muy rapido
